file_name,type,n_semitones,rate,preset,hpss,y_id,y,preset_id,drc_attack_x,drc_release_x,tf_x1_x,tf_y1_x,tf_x2_x,tf_y2_x,tf_x3_x,tf_y3_x,tf_x4_x,tf_y4_x,tf_x5_x,tf_y5_x,tf_x6_x,tf_y6_x,drc_knee_x,drc_ratio_x,drc_makeup_gain_x,drc_attack_y,drc_release_y,tf_x1_y,tf_y1_y,tf_x2_y,tf_y2_y,tf_x3_y,tf_y3_y,tf_x4_y,tf_y4_y,tf_x5_y,tf_y5_y,tf_x6_y,tf_y6_y,drc_knee_y,drc_ratio_y,drc_makeup_gain_y,bpm,asc,type_encoded
Media-105002_03,Waltz,-2.0,0.5,music standard,0,7,Waltz,3,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,80.74951171875,1357.9118963502115,7
Media-105002_105_hpss,Waltz,0.0,1.4142135623730951,music standard,1,7,Waltz,3,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,258.3984375,1102.715590547138,7
Media-105002_105,Waltz,0.0,1.4142135623730951,music standard,0,7,Waltz,3,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,123.046875,1453.4488125345033,7
Media-105002_121_hpss,Waltz,-2.0,2.0,film standard,1,7,Waltz,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,86.1328125,999.858249958347,7
Media-105002_121,Waltz,-2.0,2.0,film standard,0,7,Waltz,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,112.34714673913044,1313.9530847658928,7
Media-105002_97_hpss,Waltz,-1.0,1.4142135623730951,film standard,1,7,Waltz,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,258.3984375,1054.4882058369985,7
Media-105002_97,Waltz,-1.0,1.4142135623730951,film standard,0,7,Waltz,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,78.30255681818181,1388.757981958198,7
Media-105002_20_hpss,Waltz,1.0,0.5,film light,1,7,Waltz,0,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,184.5703125,1300.7956771688237,7
Media-105002_20,Waltz,1.0,0.5,film light,0,7,Waltz,0,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,86.1328125,1623.103281918186,7
Media-105002_78_hpss,Waltz,1.0,1.0,radio,1,7,Waltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,184.5703125,1247.946979324491,7
Media-105002_78,Waltz,1.0,1.0,radio,0,7,Waltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,172.265625,1621.8306466481472,7
Media-105002_10_hpss,Waltz,-1.0,0.5,music light,1,7,Waltz,2,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,198.76802884615384,1152.2448230916873,7
Media-105002_10,Waltz,-1.0,0.5,music light,0,7,Waltz,2,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,143.5546875,1435.76487670706,7
Media-105002_60_hpss,Waltz,-2.0,1.0,radio,1,6,VienneseWaltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,184.5703125,1011.4318795780094,7
Media-105002_60,Waltz,-2.0,1.0,radio,0,6,VienneseWaltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,172.265625,1316.8731477380356,7
Media-105002_45_hpss,Waltz,0.0,0.7071067811865476,music standard,1,7,Waltz,3,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,123.046875,1196.3924758415583,7
Media-105002_45,Waltz,0.0,0.7071067811865476,music standard,0,7,Waltz,3,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,123.046875,1530.7269417590549,7
Media-105002_22_hpss,Waltz,1.0,0.5,music light,1,7,Waltz,2,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,184.5703125,1302.0993608115891,7
Media-105002_22,Waltz,1.0,0.5,music light,0,7,Waltz,2,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,86.1328125,1622.628011986828,7
Media-105002_124_hpss,Waltz,-2.0,2.0,music light,1,7,Waltz,2,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,86.1328125,999.0549675227068,7
Media-105002_124,Waltz,-2.0,2.0,music light,0,7,Waltz,2,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,112.34714673913044,1315.9947988403574,7
Media-105002_103_hpss,Waltz,0.0,1.4142135623730951,film standard,1,7,Waltz,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,258.3984375,1102.7122171143678,7
Media-105002_103,Waltz,0.0,1.4142135623730951,film standard,0,7,Waltz,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,123.046875,1452.9048199926308,7
Media-105002_33_hpss,Waltz,-2.0,0.7071067811865476,music standard,1,7,Waltz,3,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,172.265625,1137.9264120495716,7
Media-105002_33,Waltz,-2.0,0.7071067811865476,music standard,0,7,Waltz,3,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,123.046875,1430.6581141923607,7
Media-105002_139_hpss,Waltz,1.0,2.0,film standard,1,7,Waltz,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,86.1328125,1150.044221562345,7
Media-105002_139,Waltz,1.0,2.0,film standard,0,5,Tango,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,112.34714673913044,1537.2985292384785,7
Media-105002_05_hpss,Waltz,-2.0,0.5,speech,1,7,Waltz,5,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,184.5703125,1088.3100828355696,7
Media-105002_05,Waltz,-2.0,0.5,speech,0,7,Waltz,5,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,80.74951171875,1357.1399752591024,7
Media-105002_35_hpss,Waltz,-2.0,0.7071067811865476,speech,1,7,Waltz,5,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,172.265625,1133.675049486495,7
Media-105002_35,Waltz,-2.0,0.7071067811865476,speech,0,7,Waltz,5,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,123.046875,1429.5595991098915,7
Media-105002_64_hpss,Waltz,-2.0,1.0,music light,1,7,Waltz,2,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,184.5703125,1016.1767330315607,7
Media-105002_64,Waltz,-2.0,1.0,music light,0,6,VienneseWaltz,2,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,172.265625,1319.5909862910614,7
Media-105002_89_hpss,Waltz,2.0,1.0,speech,1,7,Waltz,5,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,184.5703125,1285.5509735510395,7
Media-105002_89,Waltz,2.0,1.0,speech,0,7,Waltz,5,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,172.265625,1688.1707022467165,7
Media-105002_41_hpss,Waltz,-1.0,0.7071067811865476,speech,1,7,Waltz,5,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,129.19921875,1186.906666840734,7
Media-105002_41,Waltz,-1.0,0.7071067811865476,speech,0,7,Waltz,5,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,123.046875,1501.7559672080372,7
Media-105002_51_hpss,Waltz,1.0,0.7071067811865476,music standard,1,7,Waltz,3,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,123.046875,1379.0660082680026,7
Media-105002_51,Waltz,1.0,0.7071067811865476,music standard,0,7,Waltz,3,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,123.046875,1734.3635978519922,7
Media-105002_42_hpss,Waltz,0.0,0.7071067811865476,radio,1,7,Waltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,123.046875,1194.4603087314451,7
Media-105002_42,Waltz,0.0,0.7071067811865476,radio,0,7,Waltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,123.046875,1526.9767522458,7
Media-105002_102_hpss,Waltz,0.0,1.4142135623730951,radio,1,7,Waltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,258.3984375,1099.5008901511349,7
Media-105002_102,Waltz,0.0,1.4142135623730951,radio,0,6,VienneseWaltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,80.74951171875,1451.9314467177642,7
Media-105002_83_hpss,Waltz,1.0,1.0,speech,1,7,Waltz,5,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,184.5703125,1247.7978898663675,7
Media-105002_83,Waltz,1.0,1.0,speech,0,7,Waltz,5,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,161.4990234375,1622.8405645191738,7
Media-105002_93_hpss,Waltz,-2.0,1.4142135623730951,music standard,1,7,Waltz,3,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,258.3984375,1013.0625675256766,7
Media-105002_93,Waltz,-2.0,1.4142135623730951,music standard,0,7,Waltz,3,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,78.30255681818181,1323.5487050062902,7
Media-105002_66_hpss,Waltz,-1.0,1.0,radio,1,7,Waltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,184.5703125,1051.0652923499863,7
Media-105002_66,Waltz,-1.0,1.0,radio,0,6,VienneseWaltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,172.265625,1382.735745630948,7
Media-105002_67_hpss,Waltz,-1.0,1.0,film standard,1,7,Waltz,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,184.5703125,1054.8729980894227,7
Media-105002_67,Waltz,-1.0,1.0,film standard,0,7,Waltz,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,172.265625,1385.9153603870616,7
Media-105002_79_hpss,Waltz,1.0,1.0,film standard,1,7,Waltz,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,184.5703125,1249.387248282648,7
Media-105002_79,Waltz,1.0,1.0,film standard,0,7,Waltz,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,161.4990234375,1623.4362070995858,7
Media-105002_06_hpss,Waltz,-1.0,0.5,radio,1,7,Waltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,184.5703125,1145.9934168501732,7
Media-105002_06,Waltz,-1.0,0.5,radio,0,7,Waltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,143.5546875,1431.2594367249098,7
Media-105002_132_hpss,Waltz,0.0,2.0,radio,1,7,Waltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,86.1328125,1077.0200185975684,7
Media-105002_132,Waltz,0.0,2.0,radio,0,7,Waltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,112.34714673913044,1434.2996107802132,7
Media-105002_127_hpss,Waltz,-1.0,2.0,film standard,1,7,Waltz,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,86.1328125,1031.877939889849,7
Media-105002_127,Waltz,-1.0,2.0,film standard,0,7,Waltz,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,112.34714673913044,1375.040721564334,7
Media-105002_24_hpss,Waltz,2.0,0.5,radio,1,7,Waltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,112.34714673913044,1377.7039614168532,7
Media-105002_24,Waltz,2.0,0.5,radio,0,7,Waltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,143.5546875,1717.621118784575,7
Media-105002_144_hpss,Waltz,2.0,2.0,radio,1,7,Waltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,86.1328125,1257.1378407267994,7
Media-105002_144,Waltz,2.0,2.0,radio,0,7,Waltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,112.34714673913044,1655.925114438358,7
Media-105002_104_hpss,Waltz,0.0,1.4142135623730951,film light,1,7,Waltz,0,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,258.3984375,1103.5717844012072,7
Media-105002_104,Waltz,0.0,1.4142135623730951,film light,0,7,Waltz,0,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,123.046875,1456.562480567363,7
Media-105002_38_hpss,Waltz,-1.0,0.7071067811865476,film light,1,7,Waltz,0,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,129.19921875,1191.7926262712724,7
Media-105002_38,Waltz,-1.0,0.7071067811865476,film light,0,7,Waltz,0,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,123.046875,1504.3949862418488,7
Media-105002_108_hpss,Waltz,1.0,1.4142135623730951,radio,1,7,Waltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,117.45383522727273,1190.7092795200772,7
Media-105002_108,Waltz,1.0,1.4142135623730951,radio,0,6,VienneseWaltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,80.74951171875,1566.9473112823691,7
Media-105002_117_hpss,Waltz,2.0,1.4142135623730951,music standard,1,7,Waltz,3,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,117.45383522727273,1262.9579052179538,7
Media-105002_117,Waltz,2.0,1.4142135623730951,music standard,0,7,Waltz,3,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,123.046875,1664.58387941151,7
Media-105002_19_hpss,Waltz,1.0,0.5,film standard,1,7,Waltz,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,198.76802884615384,1301.3316548704943,7
Media-105002_19,Waltz,1.0,0.5,film standard,0,7,Waltz,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,86.1328125,1623.0349760614233,7
Media-105002_81_hpss,Waltz,1.0,1.0,music standard,1,7,Waltz,3,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,184.5703125,1247.2187835419115,7
Media-105002_81,Waltz,1.0,1.0,music standard,0,7,Waltz,3,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,161.4990234375,1623.7264751075754,7
Media-105002_73_hpss,Waltz,0.0,1.0,film standard,1,7,Waltz,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,184.5703125,1093.8951039085475,7
Media-105002_73,Waltz,0.0,1.0,film standard,0,7,Waltz,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,172.265625,1442.5397698042834,7
Media-105002_55_hpss,Waltz,2.0,0.7071067811865476,film standard,1,7,Waltz,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,123.046875,1450.4675520381616,7
Media-105002_55,Waltz,2.0,0.7071067811865476,film standard,0,7,Waltz,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,123.046875,1822.5173602957873,7
Media-105002_136_hpss,Waltz,0.0,2.0,music light,1,7,Waltz,2,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,86.1328125,1079.2618372191516,7
Media-105002_136,Waltz,0.0,2.0,music light,0,7,Waltz,2,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,112.34714673913044,1436.8537437087723,7
Media-105002_18_hpss,Waltz,1.0,0.5,radio,1,7,Waltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,184.5703125,1297.7115999957705,7
Media-105002_18,Waltz,1.0,0.5,radio,0,7,Waltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,86.1328125,1619.762957042538,7
Media-105002_11_hpss,Waltz,-1.0,0.5,speech,1,7,Waltz,5,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,198.76802884615384,1149.5709615597646,7
Media-105002_11,Waltz,-1.0,0.5,speech,0,7,Waltz,5,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,83.35433467741936,1433.4920235169493,7
